timestamp,temperature_c,humidity_percent,pressure_hpa,light_lux
2026-01-01 00:00:00,18.496714153011233,64.01844753598851,1011.7617542048113,0.0
2026-01-01 01:00:00,19.414649969443943,59.39686489154484,1012.7793884657634,0.0
2026-01-01 02:00:00,21.64768853810069,56.44194228149791,1014.1403417144143,0.0
2026-01-01 03:00:00,23.76567054352731,54.66569104827277,1012.9308703061015,0.0
2026-01-01 04:00:00,22.961999047983298,56.031339124499205,1012.7927298366274,1.4556488383448098
2026-01-01 05:00:00,23.56141800078523,56.70534963637589,1014.63338560246,0.0
2026-01-01 06:00:00,25.57921281550739,56.10676319732008,1014.867449856663,8.113704773395165
2026-01-01 07:00:00,24.56298968688732,58.64947473325341,1013.9603145459964,205.54809279854248
2026-01-01 08:00:00,22.72667803677168,56.39175352966724,1014.2218053706322,392.8315585940077
2026-01-01 09:00:00,22.78520073070525,63.74306849676379,1015.4693952495961,538.4585150879901
2026-01-01 10:00:00,20.536582307187537,58.94137266704818,1013.1260068171109,675.5171831105009
2026-01-01 11:00:00,19.087184517044868,73.29248621533327,1013.3462604713021,795.4023978060272
2026-01-01 12:00:00,18.241962271566035,67.50266939106002,1014.5204098794748,815.0275156287314
2026-01-01 13:00:00,14.533805484727075,64.15956022536008,1015.3987526335422,743.4140036872981
2026-01-01 14:00:00,13.27508216748697,65.71643000775555,1016.2854392107547,695.8002921904277
2026-01-01 15:00:00,13.195071783639744,74.00095747283822,1018.1108118042915,588.2270386503917
2026-01-01 16:00:00,11.791016456958944,72.76640289654098,1017.2409126938396,349.9178415663588
2026-01-01 17:00:00,12.518692374860864,77.51526023925905,1015.7486762993301,223.35604185341487
2026-01-01 18:00:00,11.091975924478788,76.89295049829418,1015.9714756881459,0.0
2026-01-01 19:00:00,10.792141340930298,74.36794261226319,1014.4847900473185,17.11796005779478
2026-01-01 20:00:00,14.269496346214922,70.27307916557076,1015.926653555048,0.0
2026-01-01 21:00:00,13.53158301239418,66.01167891312201,1015.464789520487,0.0
2026-01-01 22:00:00,15.067528204687921,68.21394019173192,1016.3031557028648,0.0
2026-01-01 23:00:00,15.022337543171414,71.0137856283191,1014.4780769457815,1.4425483998414599
2026-01-02 00:00:00,17.45561727547482,65.85637497652081,1016.3770959827151,7.791675051644456
2026-01-02 01:00:00,19.66383686032499,57.42885443412683,1017.7565645023708,0.0
2026-01-02 02:00:00,19.8490064225777,60.69272370340473,1015.1349931066716,19.157773763321217
2026-01-02 03:00:00,22.618338705464957,59.470201707049874,1015.723887926708,0.0
2026-01-02 04:00:00,22.595513732787825,52.80431621735109,1015.9635788166263,0.0
2026-01-02 05:00:00,23.503861207941135,55.95564216089143,1014.1188986012244,0.0
2026-01-02 06:00:00,23.398293387770604,55.232834873784,1014.8361387227156,0.0
2026-01-02 07:00:00,25.647833142243346,50.76886054578682,1014.2867433863947,208.47719622150927
2026-01-02 08:00:00,23.182655197968703,57.77089540354874,1014.1725745778002,374.1875990414814
2026-01-02 09:00:00,21.184929758163385,60.17207029360747,1012.6169424595244,554.1487586223432
2026-01-02 10:00:00,21.82254491210319,64.3322049727011,1013.5577097943892,723.0091073039839
2026-01-02 11:00:00,18.332070620644103,66.6270177571144,1014.0084646651111,755.4339049455601
2026-01-02 12:00:00,18.208863595004757,59.489322528171634,1015.1767154116926,825.0707633619543
2026-01-02 13:00:00,14.487415605505106,63.83689029136471,1014.1774390108849,738.8494553915261
2026-01-02 14:00:00,13.671813951101575,72.06014106883462,1015.7088291532665,708.7144483650098
2026-01-02 15:00:00,13.954220548749843,74.1262116155143,1011.0725215203604,608.9324835689747
2026-01-02 16:00:00,13.542314157288779,75.72044478306857,1013.282420525104,325.85066499618114
2026-01-02 17:00:00,12.375813323455564,90.07018422550956,1012.0071582233854,183.14837841790234
2026-01-02 18:00:00,11.884351717611759,77.28356204277267,1014.7847043998265,17.312163815416497
2026-01-02 19:00:00,11.903341346676301,79.20152082361308,1010.0668232629141,0.0
2026-01-02 20:00:00,11.325325586925937,77.47626109181721,1009.8120544076692,11.134376201139265
2026-01-02 21:00:00,13.037515104486008,74.67663281708867,1009.9795906882744,0.0
2026-01-02 22:00:00,14.539361229040203,68.73892302143864,1007.5160230841784,2.5976936241869977
2026-01-02 23:00:00,17.50420795560379,70.62406733299828,1009.753911334612,0.0
2026-01-03 00:00:00,18.343618289568457,61.90869914184971,1009.2632247963162,35.03346184979422
2026-01-03 01:00:00,17.789874115252385,61.464535122014766,1010.5066673186043,7.632625299036394
2026-01-03 02:00:00,21.3240839693948,58.058545808683576,1010.693556101308,10.128079862256065
2026-01-03 03:00:00,21.857558406702964,58.25642874567982,1012.9164787799566,0.0
2026-01-03 04:00:00,22.519230422400675,65.59838022884965,1011.4712124982425,0.0
2026-01-03 05:00:00,24.40723124657528,47.871680966742325,1009.1460604222311,0.0
2026-01-03 06:00:00,25.03099952249595,57.74504076149805,1008.6523779929774,11.833564271348905
2026-01-03 07:00:00,24.72683507685061,48.88987825235071,1010.7492946629845,194.42570165740813
2026-01-03 08:00:00,22.356934899483996,54.45201849899787,1008.0652269304325,408.69324570689287
2026-01-03 09:00:00,21.933428311268077,62.28473457600398,1012.8494106699144,627.9474489086004
2026-01-03 10:00:00,21.331263431403563,60.25712007638185,1011.9500823187242,718.9540641305018
2026-01-03 11:00:00,20.528459397737485,58.100830437257564,1009.577313160733,762.9599550662193
2026-01-03 12:00:00,17.520825762154725,62.1387851629601,1007.8322219950103,836.0364176649183
2026-01-03 13:00:00,16.261426752721064,70.3065814467639,1012.5733524283812,760.4983998406079
2026-01-03 14:00:00,13.893665025993979,67.07853347313144,1010.5300569027642,631.6765869722159
2026-01-03 15:00:00,12.561152688800043,72.93690217019338,1012.7354041244006,535.4428356217168
2026-01-03 16:00:00,13.616373399687571,73.84254139745964,1008.6799956827488,343.8762423692243
2026-01-03 17:00:00,13.560685070836414,72.05285687246742,1010.3802081565162,196.5098315607776
2026-01-03 18:00:00,11.927989878419666,83.57577635730131,1011.5078655495772,0.5525513756884619
2026-01-03 19:00:00,13.207977940157614,77.19493435216273,1011.802616105425,50.29311936825848
2026-01-03 20:00:00,13.165483602341004,65.55968369121395,1011.2988413628042,9.80782121292488
2026-01-03 21:00:00,13.112239558275585,72.8168850709432,1013.1578177632138,0.0
2026-01-03 22:00:00,15.361395605508413,67.35285414092645,1010.8776248229253,24.882167435504677
